worker_id,platform,city_tier,avg_monthly_income,income_stability,income_velocity,working_hours,order_completion,platform_rating,fuel_ratio,expense_ratio,savings_ratio,gig_tenure_months,failed_autopays,credit_score,recommended_loan,risk_category,default_probability
GIG-11713,Ola,Tier 3,35561.71,0.928,9.99,51,0.86,4.73,0.144,0.55,0.169,40,1,713,93000,Moderate Risk,0.0942
GIG-11714,Porter,Tier 2,22325.21,0.258,17.25,66,0.908,4.53,0.395,0.614,0.02,25,1,548,45000,Very High Risk,0.6601
GIG-11715,Uber,Tier 3,20695.61,0.227,-2.96,46,0.826,4.63,0.211,0.694,0.02,44,0,563,43000,High Risk,0.2291
GIG-11716,Ola,Tier 1,17682.92,0.804,19.74,44,0.873,3.75,0.214,0.385,0.338,21,0,677,44000,Moderate Risk,0.1083
GIG-11717,Swiggy,Tier 1,28596.27,0.206,-8.02,46,0.955,4.65,0.347,0.626,0.02,23,0,583,61000,High Risk,0.1744
GIG-11718,Porter,Tier 2,18523.49,0.52,-12.0,18,0.931,4.04,0.226,0.603,0.043,24,0,568,39000,High Risk,0.2203
GIG-11719,Urban Company,Tier 3,24280.7,0.746,-15.01,54,0.886,4.42,0.388,0.377,0.176,40,0,613,55000,High Risk,0.1734
GIG-11720,Uber,Tier 3,25175.13,0.4,-7.4,18,0.875,4.68,0.185,0.662,0.024,39,0,575,53000,High Risk,0.1861
GIG-11721,Blinkit,Tier 2,20560.59,0.193,-0.19,51,0.909,3.84,0.382,0.62,0.02,30,1,483,36000,Very High Risk,0.5707
GIG-11722,Uber,Tier 1,11000.0,0.271,6.43,42,0.926,4.46,0.321,0.558,0.049,23,0,562,23000,High Risk,0.3457
GIG-11723,Ola,Tier 1,27655.68,0.161,-1.05,42,0.898,4.82,0.418,0.688,0.02,48,0,577,59000,High Risk,0.1546
GIG-11724,Zepto,Tier 2,30821.04,0.64,-8.62,23,0.972,3.85,0.293,0.444,0.147,56,0,617,70000,High Risk,0.3348
GIG-11725,Blinkit,Tier 1,26484.46,0.513,0.79,41,0.841,4.7,0.276,0.314,0.332,46,0,658,64000,Moderate Risk,0.0759
GIG-11726,Blinkit,Tier 2,32130.74,0.832,12.55,53,0.85,4.01,0.239,0.416,0.224,32,0,735,87000,Moderate Risk,0.0953
GIG-11727,Porter,Tier 2,14722.12,0.181,1.03,60,0.863,4.9,0.368,0.694,0.02,52,0,548,30000,Very High Risk,0.5635
GIG-11728,Urban Company,Tier 2,31146.03,0.375,5.7,20,0.931,4.8,0.372,0.614,0.02,38,2,534,61000,Very High Risk,0.4535
GIG-11729,Swiggy,Tier 1,26772.46,0.323,18.02,50,0.838,4.46,0.181,0.578,0.191,44,0,668,66000,Moderate Risk,0.0921
GIG-11730,Swiggy,Tier 2,29226.24,0.082,23.13,44,0.958,4.07,0.258,0.409,0.256,57,0,611,65000,High Risk,0.2728
GIG-11731,Uber,Tier 3,45264.15,0.509,12.62,22,0.976,3.58,0.166,0.468,0.255,15,0,692,115000,Moderate Risk,0.1175
GIG-11732,Urban Company,Tier 3,22143.06,0.886,5.72,55,0.904,4.21,0.291,0.524,0.104,59,0,652,53000,Moderate Risk,0.1317
GIG-11733,Swiggy,Tier 3,40883.88,0.736,19.91,41,0.809,3.63,0.336,0.582,0.02,7,2,609,91000,High Risk,0.2198
GIG-11734,Zomato,Tier 3,44334.83,0.789,4.12,51,0.952,3.54,0.143,0.328,0.42,43,0,756,123000,Low Risk,0.0462
GIG-11735,Zomato,Tier 3,21956.13,0.419,4.46,49,0.802,3.68,0.331,0.567,0.027,40,1,534,43000,Very High Risk,0.4038
GIG-11736,Zepto,Tier 3,26109.0,0.12,7.82,33,0.786,4.94,0.366,0.329,0.21,16,0,618,59000,High Risk,0.1881
GIG-11737,Zomato,Tier 3,36439.21,0.844,-0.67,53,0.935,3.91,0.382,0.575,0.02,19,0,652,87000,Moderate Risk,0.1181
GIG-11738,Porter,Tier 3,26728.8,0.046,13.3,41,0.892,4.65,0.316,0.471,0.066,52,0,556,54000,High Risk,0.1914
GIG-11739,Uber,Tier 2,18592.16,0.165,-6.52,39,0.899,3.54,0.213,0.622,0.069,28,0,533,36000,Very High Risk,0.5091
GIG-11740,Ola,Tier 3,24439.43,0.124,3.17,49,0.919,4.24,0.121,0.545,0.248,49,0,598,54000,High Risk,0.2389
GIG-11741,Urban Company,Tier 1,33917.78,0.64,0.9,40,0.958,4.89,0.248,0.673,0.02,32,0,630,78000,High Risk,0.3399
GIG-11742,Swiggy,Tier 2,17101.12,0.316,9.99,55,0.887,4.4,0.348,0.47,0.125,26,0,588,37000,High Risk,0.2748
GIG-11743,Zomato,Tier 3,24864.37,0.406,1.37,51,0.838,3.82,0.184,0.334,0.342,18,3,489,45000,Very High Risk,0.6845
GIG-11744,Uber,Tier 3,29210.78,0.49,10.44,53,0.919,4.74,0.262,0.587,0.02,11,0,643,69000,Moderate Risk,0.1342
GIG-11745,Porter,Tier 1,45590.7,0.941,-12.68,44,0.841,4.87,0.146,0.484,0.225,14,2,643,107000,Moderate Risk,0.1161
GIG-11746,Uber,Tier 3,15189.85,0.496,4.71,33,0.878,4.32,0.361,0.384,0.165,49,0,621,35000,High Risk,0.1652
GIG-11747,Porter,Tier 2,18156.19,0.446,14.49,65,0.915,3.71,0.31,0.462,0.132,5,1,552,37000,High Risk,0.2165
GIG-11748,Ola,Tier 2,22528.25,0.132,11.18,36,0.894,3.93,0.327,0.3,0.317,17,0,584,48000,High Risk,0.3416
GIG-11749,Swiggy,Tier 2,23515.0,0.501,8.99,44,0.824,3.64,0.243,0.44,0.213,26,0,616,53000,High Risk,0.1725
GIG-11750,Ola,Tier 1,44788.07,0.802,7.54,40,0.821,4.24,0.165,0.598,0.128,45,0,686,113000,Moderate Risk,0.1312
GIG-11751,Ola,Tier 3,15669.14,0.769,19.48,52,0.962,3.65,0.192,0.31,0.444,53,0,676,39000,Moderate Risk,0.1241
GIG-11752,Blinkit,Tier 2,27487.39,0.506,3.01,34,0.941,3.88,0.322,0.558,0.02,33,0,608,61000,High Risk,0.2034
GIG-11753,Porter,Tier 1,31285.56,0.38,-7.68,46,0.951,4.97,0.129,0.564,0.216,5,0,626,72000,High Risk,0.2729
GIG-11754,Blinkit,Tier 1,25642.34,0.23,-17.6,29,0.913,4.76,0.187,0.503,0.195,48,0,581,55000,High Risk,0.2231
GIG-11755,Urban Company,Tier 3,26144.65,0.46,5.27,57,0.804,4.97,0.302,0.445,0.178,19,0,651,62000,Moderate Risk,0.1305
GIG-11756,Uber,Tier 2,44813.84,0.933,-2.91,33,0.858,4.76,0.341,0.434,0.084,44,0,714,117000,Moderate Risk,0.064
GIG-11757,Zepto,Tier 2,30036.27,0.454,15.59,50,0.902,4.9,0.19,0.323,0.372,40,0,673,74000,Moderate Risk,0.0827
GIG-11758,Swiggy,Tier 3,22666.15,0.417,-0.58,49,0.835,4.43,0.133,0.455,0.333,19,0,637,53000,High Risk,0.2789
GIG-11759,Zepto,Tier 1,37965.8,0.8,11.76,57,0.893,4.88,0.192,0.424,0.302,36,1,685,95000,Moderate Risk,0.0679
GIG-11760,Zepto,Tier 2,11000.0,0.116,-20.88,50,0.986,4.29,0.275,0.414,0.161,55,0,502,20000,Very High Risk,0.514
GIG-11761,Blinkit,Tier 2,28935.02,0.654,10.72,51,0.829,4.3,0.281,0.65,0.02,53,0,655,69000,Moderate Risk,0.0746
GIG-11762,Porter,Tier 3,29595.93,0.779,12.89,24,0.919,4.64,0.219,0.67,0.02,3,0,660,72000,Moderate Risk,0.0612
GIG-11763,Uber,Tier 2,42835.45,0.407,-6.5,34,0.924,3.67,0.26,0.368,0.318,13,0,669,105000,Moderate Risk,0.0721
GIG-11764,Ola,Tier 1,39522.85,0.648,4.77,35,0.931,3.86,0.184,0.519,0.179,35,0,694,101000,Moderate Risk,0.0648
GIG-11765,Urban Company,Tier 1,31706.53,0.601,2.61,27,0.822,4.12,0.206,0.436,0.256,12,0,678,79000,Moderate Risk,0.1245
GIG-11766,Uber,Tier 1,27498.61,0.572,2.58,57,0.783,4.8,0.406,0.53,0.02,26,0,636,64000,High Risk,0.2072
GIG-11767,Swiggy,Tier 3,30376.01,0.702,9.07,43,0.986,4.32,0.401,0.625,0.02,17,0,631,70000,High Risk,0.2109
GIG-11768,Zepto,Tier 2,20702.23,0.78,15.79,24,0.867,4.83,0.228,0.415,0.272,49,0,699,53000,Moderate Risk,0.1036
GIG-11769,Swiggy,Tier 2,30453.54,0.851,7.55,57,0.941,4.56,0.368,0.34,0.174,46,0,694,77000,Moderate Risk,0.1229
GIG-11770,Porter,Tier 2,25664.69,0.097,16.12,48,0.904,3.6,0.268,0.697,0.02,16,0,562,53000,High Risk,0.1713
GIG-11771,Uber,Tier 3,19465.12,0.244,15.44,39,0.835,3.8,0.227,0.33,0.307,56,1,566,40000,High Risk,0.2326
GIG-11772,Zepto,Tier 1,40662.47,0.632,36.37,35,0.849,3.9,0.285,0.444,0.167,18,0,744,111000,Low Risk,0.0435
GIG-11773,Zomato,Tier 1,29012.78,0.446,-13.64,51,0.968,4.46,0.352,0.545,0.02,39,3,444,47000,Very High Risk,0.4561
GIG-11774,Uber,Tier 1,24175.65,0.148,2.19,41,0.834,4.23,0.404,0.456,0.026,43,0,547,48000,Very High Risk,0.3759
GIG-11775,Zomato,Tier 3,21985.15,0.492,18.71,48,0.953,4.72,0.205,0.405,0.288,12,3,523,42000,Very High Risk,0.673
GIG-11776,Zomato,Tier 1,37786.12,0.553,-0.3,33,0.886,4.75,0.278,0.349,0.298,19,0,675,94000,Moderate Risk,0.1067
GIG-11777,Uber,Tier 3,21883.22,0.407,13.93,47,0.922,4.57,0.198,0.533,0.135,28,0,638,51000,High Risk,0.3294
GIG-11778,Zomato,Tier 3,18364.64,0.524,1.7,45,0.919,4.98,0.164,0.595,0.177,49,1,601,40000,High Risk,0.2693
GIG-11779,Urban Company,Tier 1,31584.42,0.866,-5.52,47,0.945,3.52,0.134,0.52,0.197,16,0,680,79000,Moderate Risk,0.0875
GIG-11780,Porter,Tier 3,31157.67,0.664,-4.42,65,0.951,4.52,0.305,0.641,0.02,33,0,637,73000,High Risk,0.1846
GIG-11781,Porter,Tier 1,23770.23,0.309,9.57,44,0.922,4.52,0.382,0.566,0.02,17,0,598,52000,High Risk,0.3002
GIG-11782,Zepto,Tier 3,26425.02,0.213,6.17,46,0.826,4.41,0.41,0.35,0.139,12,0,610,59000,High Risk,0.2142
GIG-11783,Uber,Tier 3,36581.67,0.642,4.2,43,0.969,4.68,0.39,0.386,0.107,45,0,695,93000,Moderate Risk,0.1194
GIG-11784,Urban Company,Tier 1,25588.13,0.277,0.62,41,0.825,4.77,0.345,0.441,0.096,49,0,572,54000,High Risk,0.2265
GIG-11785,Blinkit,Tier 2,17289.61,0.454,14.5,27,0.927,4.11,0.215,0.676,0.033,41,0,605,38000,High Risk,0.2265
GIG-11786,Swiggy,Tier 1,21912.75,0.216,10.14,50,0.836,3.61,0.219,0.498,0.227,27,0,540,43000,Very High Risk,0.4494
GIG-11787,Zepto,Tier 1,17610.24,0.168,-3.53,39,0.928,4.07,0.218,0.351,0.358,9,0,570,37000,High Risk,0.347
GIG-11788,Zomato,Tier 1,16692.14,0.62,9.02,53,0.985,4.66,0.352,0.442,0.155,36,0,665,41000,Moderate Risk,0.14
GIG-11789,Zepto,Tier 1,29643.3,0.52,-0.32,39,0.97,4.31,0.26,0.615,0.065,41,1,596,65000,High Risk,0.1986
GIG-11790,Swiggy,Tier 1,33652.69,0.276,14.72,52,0.868,3.76,0.225,0.398,0.304,33,0,633,78000,High Risk,0.1862
GIG-11791,Zomato,Tier 3,34853.53,0.723,-1.89,28,0.891,3.98,0.357,0.657,0.02,35,0,654,84000,Moderate Risk,0.082
GIG-11792,Swiggy,Tier 1,27038.34,0.447,3.74,52,0.966,3.78,0.24,0.634,0.02,33,1,551,55000,High Risk,0.3153
GIG-11793,Uber,Tier 3,27662.59,0.697,-8.46,53,0.785,4.85,0.185,0.552,0.207,37,0,680,69000,Moderate Risk,0.0608
GIG-11794,Zomato,Tier 3,43851.83,0.715,0.41,41,0.957,3.88,0.419,0.442,0.05,44,0,647,104000,Moderate Risk,0.1144
GIG-11795,Zepto,Tier 3,33349.8,0.409,1.77,48,0.912,3.63,0.26,0.404,0.239,29,1,566,69000,High Risk,0.1817
GIG-11796,Blinkit,Tier 1,25058.34,0.528,-1.07,50,0.826,4.37,0.33,0.63,0.02,47,0,605,56000,High Risk,0.2106
GIG-11797,Zepto,Tier 1,35423.79,0.842,19.34,32,0.98,4.15,0.249,0.571,0.053,54,0,723,94000,Moderate Risk,0.0771
GIG-11798,Porter,Tier 2,22274.36,0.682,7.37,46,0.811,3.56,0.13,0.486,0.326,25,0,663,54000,Moderate Risk,0.0862
GIG-11799,Swiggy,Tier 2,37403.53,0.489,19.61,49,0.786,4.58,0.365,0.321,0.206,11,1,641,88000,Moderate Risk,0.1049
GIG-11800,Urban Company,Tier 2,29402.66,0.372,-1.77,41,0.956,4.19,0.216,0.524,0.184,52,0,600,65000,High Risk,0.2165
GIG-11801,Ola,Tier 1,25101.32,0.58,-0.48,52,0.836,4.49,0.397,0.667,0.02,21,0,629,58000,High Risk,0.3245
GIG-11802,Zepto,Tier 2,17661.93,0.69,12.73,40,0.816,3.57,0.177,0.572,0.193,15,0,606,39000,High Risk,0.1793
GIG-11803,Zomato,Tier 3,24488.39,0.209,-5.4,42,0.961,4.71,0.35,0.424,0.094,50,0,569,51000,High Risk,0.1749
GIG-11804,Zomato,Tier 3,32217.72,0.715,13.14,43,0.868,4.56,0.21,0.602,0.131,36,0,698,82000,Moderate Risk,0.0698
GIG-11805,Swiggy,Tier 3,19817.5,0.175,-0.27,29,0.828,4.19,0.123,0.513,0.219,3,0,575,42000,High Risk,0.2647
GIG-11806,Zepto,Tier 3,30412.55,0.977,4.36,33,0.91,4.33,0.259,0.338,0.273,16,0,713,80000,Moderate Risk,0.0692
GIG-11807,Blinkit,Tier 2,17125.69,0.481,-1.54,33,0.913,4.81,0.314,0.625,0.02,26,0,581,36000,High Risk,0.3292
GIG-11808,Swiggy,Tier 1,29631.07,0.376,12.88,46,0.958,3.76,0.319,0.63,0.02,30,0,600,65000,High Risk,0.2639
GIG-11809,Urban Company,Tier 2,23457.09,0.431,0.36,49,0.94,3.6,0.266,0.43,0.169,57,0,619,53000,High Risk,0.3239
GIG-11810,Zepto,Tier 3,38331.39,0.839,5.58,53,0.982,4.9,0.385,0.658,0.02,26,0,693,97000,Moderate Risk,0.1111
GIG-11811,Urban Company,Tier 3,20505.86,0.251,6.89,28,0.877,4.91,0.162,0.478,0.244,28,0,644,48000,Moderate Risk,0.0827
GIG-11812,Ola,Tier 2,20259.11,0.241,15.89,36,0.97,4.1,0.414,0.439,0.02,38,0,566,42000,High Risk,0.1652
GIG-11813,Porter,Tier 1,28712.03,0.183,2.7,53,0.883,4.72,0.232,0.459,0.242,26,2,513,54000,Very High Risk,0.6649
GIG-11814,Porter,Tier 2,27651.23,0.634,-17.59,39,0.846,4.67,0.232,0.443,0.175,22,0,622,63000,High Risk,0.1996
GIG-11815,Blinkit,Tier 3,37686.06,0.829,6.02,36,0.878,4.87,0.333,0.675,0.02,28,0,682,94000,Moderate Risk,0.0812
GIG-11816,Uber,Tier 3,30064.94,0.852,-3.15,33,0.873,4.45,0.213,0.332,0.334,10,0,692,76000,Moderate Risk,0.1045
GIG-11817,Ola,Tier 2,35804.89,0.723,13.15,48,0.891,4.52,0.187,0.564,0.121,53,0,669,88000,Moderate Risk,0.0985
GIG-11818,Uber,Tier 1,33501.3,0.786,2.38,52,0.952,4.74,0.246,0.647,0.02,16,0,690,85000,Moderate Risk,0.1175
GIG-11819,Zepto,Tier 2,33159.64,0.829,-2.11,52,0.896,4.52,0.306,0.632,0.02,54,0,674,82000,Moderate Risk,0.1106
GIG-11820,Zomato,Tier 1,32149.88,0.755,-1.69,48,0.949,4.67,0.336,0.655,0.02,27,0,645,76000,Moderate Risk,0.1092
GIG-11821,Zomato,Tier 1,30520.73,0.748,14.59,47,0.822,3.54,0.393,0.656,0.02,55,1,604,68000,High Risk,0.1596
GIG-11822,Uber,Tier 2,34681.89,0.75,21.98,61,0.951,3.93,0.414,0.476,0.03,41,0,700,89000,Moderate Risk,0.1016
GIG-11823,Zepto,Tier 1,28680.56,0.45,2.7,54,0.827,3.65,0.235,0.667,0.02,7,0,612,64000,High Risk,0.2147
GIG-11824,Urban Company,Tier 1,27359.53,0.186,10.1,56,0.795,4.76,0.369,0.489,0.036,26,0,599,60000,High Risk,0.2853
GIG-11825,Swiggy,Tier 3,31942.27,0.43,7.53,41,0.859,3.99,0.409,0.609,0.02,5,2,543,64000,Very High Risk,0.6236
GIG-11826,Zepto,Tier 2,35694.9,0.643,-12.1,45,0.853,4.3,0.404,0.357,0.189,42,0,636,83000,High Risk,0.2425
GIG-11827,Urban Company,Tier 3,33239.84,0.953,-5.45,33,0.942,4.35,0.201,0.5,0.153,41,0,706,86000,Moderate Risk,0.076
GIG-11828,Zomato,Tier 1,44552.71,0.623,10.88,54,0.859,3.87,0.393,0.337,0.126,43,0,675,110000,Moderate Risk,0.1394
GIG-11829,Porter,Tier 2,40768.85,0.509,4.76,42,0.868,3.65,0.253,0.623,0.044,3,0,624,93000,High Risk,0.3422
GIG-11830,Ola,Tier 3,28663.73,0.219,14.62,45,0.944,3.64,0.124,0.626,0.129,54,0,592,62000,High Risk,0.3381
GIG-11831,Urban Company,Tier 1,27728.93,0.379,10.6,40,0.836,4.71,0.363,0.498,0.031,5,1,561,57000,High Risk,0.2125
GIG-11832,Ola,Tier 3,27799.55,0.342,17.16,55,0.92,4.13,0.157,0.664,0.101,13,0,633,65000,High Risk,0.3132
GIG-11833,Zomato,Tier 2,16057.99,0.507,-7.91,43,0.89,4.26,0.301,0.431,0.131,18,0,585,34000,High Risk,0.29
GIG-11834,Zomato,Tier 1,21129.42,0.318,6.18,61,0.826,3.84,0.249,0.338,0.356,8,0,629,49000,High Risk,0.2646
GIG-11835,Urban Company,Tier 2,15377.97,0.292,-8.42,37,0.979,3.63,0.403,0.633,0.02,25,2,435,25000,Very High Risk,0.4073
GIG-11836,Zepto,Tier 2,23605.14,0.184,-12.6,31,0.907,4.96,0.275,0.47,0.168,40,1,514,44000,Very High Risk,0.3845
GIG-11837,Ola,Tier 3,27265.68,0.607,17.0,45,0.936,3.9,0.402,0.378,0.163,3,0,634,63000,High Risk,0.3199
GIG-11838,Swiggy,Tier 1,42828.34,0.951,10.28,37,0.863,4.91,0.348,0.529,0.051,38,0,750,118000,Low Risk,0.041
GIG-11839,Urban Company,Tier 3,23554.24,0.755,7.65,44,0.947,4.48,0.339,0.423,0.162,56,0,692,60000,Moderate Risk,0.076
GIG-11840,Blinkit,Tier 2,28784.86,0.528,6.52,40,0.9,4.25,0.394,0.607,0.02,55,0,588,62000,High Risk,0.1669
GIG-11841,Urban Company,Tier 1,16856.54,0.487,4.67,30,0.877,4.3,0.163,0.583,0.116,41,0,591,37000,High Risk,0.1861
GIG-11842,Ola,Tier 2,22493.28,0.714,11.22,45,0.797,4.59,0.388,0.365,0.124,28,0,678,56000,Moderate Risk,0.1203
GIG-11843,Zomato,Tier 2,27048.67,0.085,-9.68,52,0.93,4.84,0.164,0.405,0.281,14,0,608,60000,High Risk,0.2941
GIG-11844,Zepto,Tier 3,35447.67,0.741,-6.14,44,0.861,3.94,0.404,0.503,0.02,9,2,582,76000,High Risk,0.2808
GIG-11845,Swiggy,Tier 3,24469.45,0.613,11.89,39,0.939,3.66,0.394,0.411,0.087,21,0,630,57000,High Risk,0.2039
GIG-11846,Blinkit,Tier 1,25261.17,0.028,20.36,49,0.893,3.74,0.191,0.327,0.425,54,0,591,55000,High Risk,0.1941
GIG-11847,Urban Company,Tier 3,18666.46,0.544,-5.47,56,0.903,3.91,0.273,0.401,0.186,55,1,567,39000,High Risk,0.2486
GIG-11848,Urban Company,Tier 3,28412.6,0.461,-4.03,47,0.863,4.46,0.349,0.465,0.088,31,0,624,65000,High Risk,0.3253
GIG-11849,Zepto,Tier 3,25002.7,0.674,11.39,49,0.908,4.65,0.285,0.324,0.27,33,0,668,61000,Moderate Risk,0.0856
GIG-11850,Ola,Tier 2,28037.73,0.218,6.52,63,0.948,4.06,0.257,0.688,0.02,52,0,572,59000,High Risk,0.2472
GIG-11851,Porter,Tier 3,20071.86,0.149,-7.71,51,0.799,3.62,0.212,0.314,0.374,32,0,573,42000,High Risk,0.2614
GIG-11852,Zomato,Tier 2,26923.39,0.057,-6.18,45,0.928,4.52,0.137,0.344,0.388,10,0,594,59000,High Risk,0.2211
GIG-11853,Urban Company,Tier 1,25305.13,0.363,-11.59,56,0.856,4.66,0.192,0.577,0.108,27,3,469,44000,Very High Risk,0.439
GIG-11854,Ola,Tier 3,26006.74,0.377,-4.82,52,0.872,4.26,0.4,0.451,0.095,47,1,549,52000,Very High Risk,0.5549
GIG-11855,Ola,Tier 2,17015.62,0.619,-6.57,43,0.823,4.77,0.133,0.442,0.312,29,2,537,34000,Very High Risk,0.6551
GIG-11856,Blinkit,Tier 3,31594.06,0.702,2.38,34,0.87,4.31,0.227,0.617,0.043,37,0,686,79000,Moderate Risk,0.0785
GIG-11857,Zomato,Tier 3,28454.59,0.53,10.38,70,0.82,4.02,0.404,0.414,0.116,56,4,472,49000,Very High Risk,0.4628
GIG-11858,Urban Company,Tier 1,19230.17,0.449,3.92,51,0.988,3.65,0.37,0.453,0.068,21,0,579,41000,High Risk,0.2302
GIG-11859,Swiggy,Tier 2,30002.82,0.573,-8.55,43,0.972,4.35,0.161,0.519,0.252,46,1,631,69000,High Risk,0.3434
GIG-11860,Blinkit,Tier 1,20638.05,0.043,-1.64,59,0.796,4.01,0.361,0.491,0.02,38,0,494,37000,Very High Risk,0.6757
GIG-11861,Uber,Tier 2,27732.71,0.524,10.71,60,0.797,4.63,0.213,0.622,0.064,23,0,655,67000,Moderate Risk,0.1362
GIG-11862,Blinkit,Tier 1,39288.57,0.611,5.44,43,0.982,3.82,0.419,0.579,0.02,60,0,658,95000,Moderate Risk,0.1326
GIG-11863,Urban Company,Tier 1,43407.42,0.652,8.08,37,0.918,3.54,0.265,0.409,0.229,50,0,688,110000,Moderate Risk,0.0641
GIG-11864,Ola,Tier 2,28211.73,0.28,-7.34,52,0.919,3.55,0.233,0.503,0.141,50,0,564,58000,High Risk,0.3465
GIG-11865,Ola,Tier 1,19866.6,0.63,-8.4,52,0.822,4.38,0.126,0.459,0.289,50,0,652,47000,Moderate Risk,0.1268
GIG-11866,Ola,Tier 2,28546.03,0.289,8.81,51,0.959,3.89,0.381,0.562,0.02,16,3,457,48000,Very High Risk,0.6831
GIG-11867,Ola,Tier 1,37293.94,0.911,1.65,30,0.921,3.67,0.139,0.454,0.316,56,0,723,99000,Moderate Risk,0.0806
GIG-11868,Ola,Tier 3,20197.17,0.32,7.4,41,0.847,4.89,0.248,0.576,0.066,25,0,583,43000,High Risk,0.3379
GIG-11869,Uber,Tier 1,24987.29,0.467,2.3,57,0.781,4.95,0.171,0.564,0.143,10,0,614,56000,High Risk,0.1723
GIG-11870,Swiggy,Tier 3,24337.26,0.388,22.85,40,0.795,3.7,0.32,0.577,0.02,45,0,591,53000,High Risk,0.3405
GIG-11871,Porter,Tier 3,11000.0,0.444,-4.17,30,0.956,4.98,0.217,0.637,0.02,3,4,395,16000,Very High Risk,0.4765
GIG-11872,Zomato,Tier 2,21701.21,0.374,13.76,42,0.825,4.3,0.379,0.687,0.02,26,0,611,49000,High Risk,0.1769
GIG-11873,Blinkit,Tier 2,15575.7,0.159,14.08,32,0.847,4.15,0.303,0.497,0.066,60,2,440,25000,Very High Risk,0.5197
GIG-11874,Urban Company,Tier 2,34361.33,0.847,3.54,46,0.901,4.05,0.141,0.536,0.261,14,0,709,89000,Moderate Risk,0.1242
GIG-11875,Urban Company,Tier 2,18638.5,0.587,-2.14,42,0.97,3.58,0.145,0.579,0.207,17,0,619,42000,High Risk,0.1773
GIG-11876,Uber,Tier 1,18208.68,0.202,5.54,55,0.965,3.94,0.21,0.596,0.121,36,2,489,33000,Very High Risk,0.5418
GIG-11877,Zepto,Tier 2,36022.42,0.791,8.29,56,0.819,3.65,0.142,0.503,0.217,37,0,702,93000,Moderate Risk,0.077
GIG-11878,Zomato,Tier 3,35248.71,0.833,8.18,60,0.98,4.17,0.161,0.568,0.125,25,0,715,92000,Moderate Risk,0.1243
GIG-11879,Zepto,Tier 3,21036.72,0.355,8.75,44,0.956,4.31,0.151,0.546,0.153,52,0,619,48000,High Risk,0.3184
GIG-11880,Uber,Tier 2,23533.23,0.14,14.51,47,0.964,4.24,0.187,0.622,0.112,10,2,525,45000,Very High Risk,0.4451
GIG-11881,Porter,Tier 2,27794.6,0.159,-0.5,20,0.808,4.36,0.333,0.57,0.02,47,0,553,56000,High Risk,0.2499
GIG-11882,Zomato,Tier 1,27368.68,0.686,16.08,63,0.863,3.56,0.188,0.661,0.049,46,1,612,61000,High Risk,0.2611
GIG-11883,Ola,Tier 2,12009.3,0.353,25.5,39,0.924,3.87,0.252,0.685,0.02,40,2,478,21000,Very High Risk,0.6056
GIG-11884,Swiggy,Tier 2,33147.63,0.829,11.04,31,0.887,3.53,0.159,0.624,0.119,26,0,664,81000,Moderate Risk,0.0779
GIG-11885,Urban Company,Tier 1,26138.87,0.309,-1.59,52,0.866,4.78,0.227,0.527,0.143,38,0,598,57000,High Risk,0.1542
GIG-11886,Urban Company,Tier 1,45629.25,0.718,-2.14,61,0.934,3.69,0.316,0.631,0.02,20,0,653,109000,Moderate Risk,0.0876
GIG-11887,Porter,Tier 3,24029.09,0.129,5.64,40,0.946,3.86,0.277,0.462,0.191,24,0,541,48000,Very High Risk,0.6582
GIG-11888,Blinkit,Tier 1,32708.47,0.676,7.69,37,0.861,4.29,0.316,0.321,0.284,34,0,700,84000,Moderate Risk,0.1363
GIG-11889,Zepto,Tier 1,18012.9,0.591,10.96,44,0.876,4.28,0.361,0.589,0.02,29,0,612,40000,High Risk,0.3232
GIG-11890,Blinkit,Tier 2,27002.47,0.49,7.55,47,0.798,3.85,0.287,0.584,0.049,57,0,629,62000,High Risk,0.3255
GIG-11891,Zepto,Tier 2,22110.51,0.256,20.03,33,0.855,3.53,0.252,0.39,0.305,31,0,610,49000,High Risk,0.2055
GIG-11892,Uber,Tier 3,16629.0,0.606,-0.22,36,0.865,4.45,0.121,0.641,0.18,11,2,533,32000,Very High Risk,0.6001
GIG-11893,Ola,Tier 1,30448.27,0.766,1.65,31,0.927,4.46,0.321,0.652,0.02,49,0,670,75000,Moderate Risk,0.0959
GIG-11894,Urban Company,Tier 1,38966.72,0.829,10.26,38,0.963,4.08,0.273,0.681,0.02,38,4,508,73000,Very High Risk,0.6906
GIG-11895,Zepto,Tier 2,27979.79,0.314,-5.03,50,0.832,4.65,0.233,0.303,0.373,15,0,614,63000,High Risk,0.3185
GIG-11896,Uber,Tier 3,32791.15,0.895,4.48,35,0.85,4.81,0.142,0.632,0.159,12,0,716,86000,Moderate Risk,0.1017
GIG-11897,Porter,Tier 1,27194.13,0.07,-2.35,53,0.86,4.12,0.211,0.337,0.391,14,0,586,58000,High Risk,0.2985
GIG-11898,Zepto,Tier 2,29724.06,0.553,23.34,62,0.858,4.91,0.373,0.632,0.02,11,0,668,73000,Moderate Risk,0.0905
GIG-11899,Blinkit,Tier 2,25472.22,0.614,2.36,56,0.809,4.76,0.411,0.417,0.092,22,0,647,60000,Moderate Risk,0.0925
GIG-11900,Urban Company,Tier 3,20168.48,0.584,9.28,42,0.935,3.73,0.303,0.311,0.265,57,0,627,46000,High Risk,0.2756
